142616,4089,0.0,-1,-3,-2
142620,4094,0.0,1,-2,-2
142620,4094,0.0,1,-3,-2
142620,4089,0.0,-1,-2,-3
142620,4089,0.0,-1,-3,-2
142620,4089,0.0,-1,-2,-3
142620,4089,0.0,-1,-3,-2
142623,4094,0.0,1,-1,-2
142623,4094,0.0,1,-2,-2
142623,4094,0.0,1,-2,-3
142624,4094,0.0,-1,-3,-2
142624,4089,0.0,-1,-2,-3
142626,4090,0.0,-1,-2,-3
142628,4090,0.0,-1,-2,-1
142628,4090,0.0,-1,-2,-2
142628,4089,0.0,-1,-3,-2
142628,4089,0.0,-1,-1,-3
142631,4089,0.0,-1,-2,-2
142632,4089,0.0,-1,-2,-2
142640,4089,0.0,-1,-3,-3
142640,4090,0.0,1,-3,-2
142640,4090,0.0,1,-2,-3
142640,4090,0.0,1,-3,-2
142641,4089,0.0,-1,-3,-2
142643,4090,0.0,1,-1,-2
142643,4090,0.0,1,0,-2
142646,4090,0.0,-1,-2,-2
142646,4090,0.0,-1,-2,-2
142646,4090,0.0,-1,0,-3
142648,4090,0.0,-1,-3,-2
142648,4090,0.0,-1,-2,-2
142648,4089,0.0,-1,-3,-3
142649,4090,0.0,1,-2,-2
142652,4090,0.0,-1,-3,-2
142700,4092,0.0,1,-3,-2
142702,4091,0.0,-1,-1,-2
142703,4091,0.0,-1,-1,-2
142705,4091,0.0,-1,0,-2
142707,4091,0.0,-1,-2,-2
142709,4091,0.0,-1,-2,-2
142709,4091,0.0,-1,-2,-2
142710,4091,0.0,-1,0,-2
142710,4091,0.0,-1,-3,-2
142710,4092,0.0,1,-2,-3
142710,4092,0.0,1,-3,-2
142713,4092,0.0,1,-1,-3
142713,4092,0.0,1,0,-2
142713,4092,0.0,-1,-2,-2
142713,4092,0.0,1,-2,-2
142713,4092,0.0,1,0,-2
142713,4092,0.0,1,-3,-2
142715,4091,0.0,-1,-2,-2
142717,4092,0.0,1,-2,-2
142720,4093,0.0,1,-3,-2
142720,4092,0.0,-1,-1,-2
142720,4092,0.0,-1,0,-2
142720,4092,0.0,-1,0,-2
142720,4092,0.0,-1,0,-2
142720,4092,0.0,-1,0,-2
142720,4092,0.0,-1,0,-2
142720,4092,0.0,-1,-2,-2
142721,4092,0.0,-1,-2,-2
142721,4092,0.0,-1,-2,-2
142721,4092,0.0,-1,0,-2
142721,4092,0.0,-1,0,-2
142721,4092,0.0,-1,0,-2
142721,4092,0.0,-1,0,-2
142721,4092,0.0,-1,0,-3
142721,4092,0.0,-1,-3,-2
142721,4092,0.0,-1,-2,-3
142721,4092,0.0,-1,-2,-2
142721,4092,0.0,-1,-3,-2
142721,4092,0.0,-1,-1,-2
142721,4092,0.0,-1,0,-2
142721,4092,0.0,-1,-3,-2
142726,4093,0.0,1,-2,-2
142726,4094,0.0,1,-2,-3
142726,4095,0.0,1,-3,-2
142731,4095,0.0,1,-1,-3
142731,4095,0.0,1,0,-2
142731,4095,0.0,1,0,-2
142731,4095,0.0,1,0,-2
142731,4095,0.0,1,0,-2
142731,4095,0.0,1,-2,-2
142731,4095,0.0,1,-2,-2
142732,4095,0.0,-1,0,-2
142735,4095,0.0,-1,0,-2
142735,4095,0.0,-1,0,-2
142735,4095,0.0,-1,0,-3
142735,4095,0.0,-1,-3,-2
142735,4092,0.0,-1,-2,-3
142735,4092,0.0,-1,-3,-2
142736,4092,0.0,1,-1,-3
142736,4092,0.0,1,-2,-2
142736,4092,0.0,1,-2,-2
142736,4092,0.0,1,-2,-2
142736,4092,0.0,1,-3,-3
142737,4091,0.0,-1,-2,-2
142737,4091,0.0,-1,-2,-2
142737,4090,0.0,-1,-3,-3
142737,4092,0.0,1,-1,-2
142737,4092,0.0,1,-2,-2
142737,4092,0.0,1,-2,-2
142737,4092,0.0,1,-3,-2
142740,4090,0.0,-1,-1,-2
142740,4090,0.0,-1,-2,-2
142740,4090,0.0,-1,-2,-2
142740,4090,0.0,-1,-3,-2
142740,4090,0.0,-1,-1,-2
142740,4090,0.0,-1,0,-2
142740,4090,0.0,-1,0,-2
142740,4090,0.0,-1,0,-3
142740,4090,0.0,-1,-3,-2
142740,4090,0.0,-1,-1,-3
142740,4090,0.0,-1,0,-2
142740,4090,0.0,-1,0,-2
142740,4090,0.0,-1,0,-2
142740,4090,0.0,-1,-2,-2
142740,4090,0.0,-1,-2,-2
142740,4090,0.0,-1,0,-2
142740,4090,0.0,-1,0,-2
142740,4090,0.0,-1,0,-2
142740,4090,0.0,-1,-3,-2
142740,4092,0.0,1,-2,-2
142740,4092,0.0,1,-3,-3
142740,4090,0.0,-1,-3,-2
142740,4090,0.0,-1,-2,-3
142740,4090,0.0,-1,-2,-3
142741,4090,0.0,-1,-3,-2
142741,4090,0.0,-1,-2,-3
142743,4090,0.0,-1,-2,-2
142744,4090,0.0,-1,-3,-2
142747,4092,0.0,1,-1,-2
142747,4092,0.0,1,0,-2
142747,4092,0.0,1,-2,-2
142747,4092,0.0,1,-2,-2
142747,4092,0.0,1,-2,-2
142747,4092,0.0,1,0,-2
142747,4092,0.0,1,-3,-2
142750,4091,0.0,1,-3,-2
142750,4090,0.0,-1,-2,-2
142751,4090,0.0,-1,-3,-3
142751,4091,0.0,1,-2,-2
142752,4091,0.0,1,-2,-3
